EMAP ID	EMAP TERM NAME	EMAPA ID	EMAPA TERM NAME
EMAP:1	TS01 first polar body	EMAPA:16032	first polar body
EMAP:2	TS01 one-cell stage embryo	EMAPA:16033	one-cell stage embryo
EMAP:3	TS01 second polar body	EMAPA:16034	second polar body
EMAP:4	TS01 zona pellucida	EMAPA:16035	zona pellucida
EMAP:5	TS02 second polar body	EMAPA:16034	second polar body
EMAP:6	TS02 two-cell stage embryo	EMAPA:16036	two-cell stage embryo
EMAP:7	TS02 zona pellucida	EMAPA:16035	zona pellucida
EMAP:8	TS03 4-8 cell stage embryo	EMAPA:16037	4-8 cell stage embryo
EMAP:9	TS03 compacted morula	EMAPA:16040	compacted morula
EMAP:10	TS03 second polar body	EMAPA:16034	second polar body
EMAP:11	TS03 zona pellucida	EMAPA:16035	zona pellucida
EMAP:12	TS04 embryo	EMAPA:16039	embryo
EMAP:13	TS04 compacted morula	EMAPA:16040	compacted morula
EMAP:14	TS04 inner cell mass	EMAPA:16041	inner cell mass
EMAP:15	TS04 extraembryonic component	EMAPA:16042	extraembryonic component
EMAP:16	TS04 extraembryonic cavities and their linings	EMAPA:16043	extraembryonic cavities and their linings
EMAP:17	TS04 blastocoelic cavity	EMAPA:16044	blastocoelic cavity
EMAP:18	TS04 second polar body	EMAPA:16045	second polar body
EMAP:19	TS04 trophectoderm	EMAPA:16046	trophectoderm
EMAP:20	TS04 mural trophectoderm	EMAPA:16047	mural trophectoderm
EMAP:21	TS04 polar trophectoderm	EMAPA:16048	polar trophectoderm
EMAP:22	TS04 zona pellucida	EMAPA:16049	zona pellucida
EMAP:23	TS05 embryo	EMAPA:16039	embryo
EMAP:24	TS05 inner cell mass	EMAPA:16041	inner cell mass
EMAP:25	TS05 extraembryonic component	EMAPA:16042	extraembryonic component
EMAP:26	TS05 extraembryonic cavities and their linings	EMAPA:16043	extraembryonic cavities and their linings
EMAP:27	TS05 blastocoelic cavity	EMAPA:16044	blastocoelic cavity
EMAP:28	TS05 trophectoderm	EMAPA:16046	trophectoderm
EMAP:29	TS05 mural trophectoderm	EMAPA:16047	mural trophectoderm
EMAP:30	TS05 polar trophectoderm	EMAPA:16048	polar trophectoderm
EMAP:31	TS06 embryo	EMAPA:16039	embryo
EMAP:32	TS06 epiblast	EMAPA:16050	epiblast
EMAP:33	TS06 primitive endoderm	EMAPA:16051	primitive endoderm
EMAP:34	TS06 extraembryonic component	EMAPA:16042	extraembryonic component
EMAP:35	TS06 extraembryonic cavities and their linings	EMAPA:16043	extraembryonic cavities and their linings
EMAP:36	TS06 blastocoelic cavity	EMAPA:16044	blastocoelic cavity
EMAP:37	TS06 extraembryonic endoderm	EMAPA:16052	extraembryonic endoderm
EMAP:38	TS06 parietal endoderm	EMAPA:16053	parietal endoderm
EMAP:39	TS06 trophectoderm	EMAPA:16046	trophectoderm
EMAP:40	TS06 mural trophectoderm	EMAPA:16047	mural trophectoderm
EMAP:41	TS06 polar trophectoderm	EMAPA:16048	polar trophectoderm
EMAP:42	TS07 embryo	EMAPA:16039	embryo
EMAP:43	TS07 epiblast	EMAPA:16050	epiblast
EMAP:44	TS07 primitive endoderm	EMAPA:16051	primitive endoderm
EMAP:45	TS07 extraembryonic component	EMAPA:16042	extraembryonic component
EMAP:46	TS07 extraembryonic component cavities	EMAPA:16054	extraembryonic component cavities
EMAP:47	TS07 yolk sac cavity	EMAPA:16055	yolk sac cavity
EMAP:48	TS07 extraembryonic endoderm	EMAPA:16052	extraembryonic endoderm
EMAP:49	TS07 intermediate endoderm	EMAPA:16056	intermediate endoderm
EMAP:50	TS07 parietal endoderm	EMAPA:16053	parietal endoderm
EMAP:51	TS07 Reichert's membrane	EMAPA:16057	Reichert's membrane
EMAP:52	TS07 visceral endoderm	EMAPA:16058	visceral endoderm
EMAP:53	TS07 trophectoderm	EMAPA:16046	trophectoderm
EMAP:54	TS07 mural trophectoderm	EMAPA:16047	mural trophectoderm
EMAP:55	TS07 polar trophectoderm	EMAPA:16048	polar trophectoderm
EMAP:56	TS07 ectoplacental cone	EMAPA:16059	ectoplacental cone
EMAP:57	TS08 embryo	EMAPA:16039	embryo
EMAP:58	TS08 cavities and their linings	EMAPA:16060	cavities and their linings
EMAP:59	TS08 embryonic component of the proamniotic cavity	EMAPA:16061	embryonic component of the proamniotic cavity
EMAP:60	TS08 endoderm	EMAPA:16062	endoderm
EMAP:61	TS08 primitive endoderm	EMAPA:16063	primitive endoderm
EMAP:62	TS08 epiblast	EMAPA:16050	epiblast
EMAP:63	TS08 extraembryonic component	EMAPA:16042	extraembryonic component
EMAP:64	TS08 extraembryonic component cavities	EMAPA:16054	extraembryonic component cavities
EMAP:65	TS08 proamniotic cavity extraembryonic part	EMAPA:16064	proamniotic cavity extraembryonic part
EMAP:66	TS08 yolk sac cavity	EMAPA:16055	yolk sac cavity
EMAP:67	TS08 extraembryonic ectoderm	EMAPA:16065	extraembryonic ectoderm
EMAP:68	TS08 extraembryonic endoderm	EMAPA:16052	extraembryonic endoderm
EMAP:69	TS08 intermediate endoderm	EMAPA:16056	intermediate endoderm
EMAP:70	TS08 parietal endoderm	EMAPA:16053	parietal endoderm
EMAP:71	TS08 Reichert's membrane	EMAPA:16057	Reichert's membrane
EMAP:72	TS08 visceral endoderm	EMAPA:16058	visceral endoderm
EMAP:73	TS08 trophectoderm	EMAPA:16046	trophectoderm
EMAP:74	TS08 mural trophectoderm	EMAPA:16047	mural trophectoderm
EMAP:75	TS08 primary trophoblast giant cells	EMAPA:16066	primary trophoblast giant cells
EMAP:76	TS08 polar trophectoderm	EMAPA:16048	polar trophectoderm
EMAP:77	TS08 ectoplacental cone	EMAPA:16059	ectoplacental cone
EMAP:78	TS08 cytotrophoblast	EMAPA:16067	cytotrophoblast
EMAP:79	TS08 syncytiotrophoblast	EMAPA:16068	syncytiotrophoblast
EMAP:80	TS09 embryo	EMAPA:16039	embryo
EMAP:81	TS09 cavities and their linings	EMAPA:16060	cavities and their linings
EMAP:82	TS09 embryonic component of the proamniotic cavity	EMAPA:16061	embryonic component of the proamniotic cavity
EMAP:83	TS09 ectoderm	EMAPA:16069	ectoderm
EMAP:84	TS09 endoderm	EMAPA:16062	endoderm
EMAP:85	TS09 definitive endoderm	EMAPA:16070	definitive endoderm
EMAP:86	TS09 primitive endoderm	EMAPA:16063	primitive endoderm
EMAP:87	TS09 mesoderm	EMAPA:16071	mesoderm
EMAP:88	TS09 primitive streak	EMAPA:16072	primitive streak
EMAP:89	TS09 extraembryonic component	EMAPA:16042	extraembryonic component
EMAP:90	TS09 extraembryonic component cavities	EMAPA:16054	extraembryonic component cavities
EMAP:91	TS09 proamniotic cavity extraembryonic part	EMAPA:16064	proamniotic cavity extraembryonic part
EMAP:92	TS09 yolk sac cavity	EMAPA:16055	yolk sac cavity
EMAP:93	TS09 extraembryonic ectoderm	EMAPA:16065	extraembryonic ectoderm
EMAP:94	TS09 extraembryonic endoderm	EMAPA:16052	extraembryonic endoderm
EMAP:95	TS09 intermediate endoderm	EMAPA:16056	intermediate endoderm
EMAP:96	TS09 parietal endoderm	EMAPA:16053	parietal endoderm
EMAP:97	TS09 Reichert's membrane	EMAPA:16057	Reichert's membrane
EMAP:98	TS09 visceral endoderm	EMAPA:16058	visceral endoderm
EMAP:99	TS09 trophectoderm	EMAPA:16046	trophectoderm
EMAP:100	TS09 mural trophectoderm	EMAPA:16047	mural trophectoderm
EMAP:101	TS09 primary trophoblast giant cells	EMAPA:16066	primary trophoblast giant cells
EMAP:102	TS09 polar trophectoderm	EMAPA:16048	polar trophectoderm
EMAP:103	TS09 ectoplacental cone	EMAPA:16059	ectoplacental cone
EMAP:104	TS09 cytotrophoblast	EMAPA:16067	cytotrophoblast
EMAP:105	TS09 syncytiotrophoblast	EMAPA:16068	syncytiotrophoblast
EMAP:106	TS10 embryo	EMAPA:16039	embryo
EMAP:107	TS10 cavities and their linings	EMAPA:16060	cavities and their linings
EMAP:108	TS10 embryonic component of the proamniotic cavity	EMAPA:16061	embryonic component of the proamniotic cavity
EMAP:109	TS10 ectoderm	EMAPA:16069	ectoderm
EMAP:110	TS10 neural ectoderm	EMAPA:16073	neural ectoderm
EMAP:111	TS10 non-neural ectoderm	EMAPA:16074	non-neural ectoderm
EMAP:112	TS10 endoderm	EMAPA:16062	endoderm
EMAP:113	TS10 definitive endoderm	EMAPA:16070	definitive endoderm
EMAP:114	TS10 primitive endoderm	EMAPA:16063	primitive endoderm
EMAP:115	TS10 mesoderm	EMAPA:16071	mesoderm
EMAP:116	TS10 primitive streak	EMAPA:16072	primitive streak
EMAP:117	TS10 node	EMAPA:16075	node
EMAP:118	TS10 extraembryonic component	EMAPA:16042	extraembryonic component
EMAP:119	TS10 amniotic fold	EMAPA:16076	amniotic fold
EMAP:120	TS10 amniotic fold ectoderm	EMAPA:16077	amniotic fold ectoderm
EMAP:121	TS10 amniotic fold mesoderm	EMAPA:16078	amniotic fold mesoderm
EMAP:122	TS10 extraembryonic component cavities	EMAPA:16054	extraembryonic component cavities
EMAP:123	TS10 amniotic cavity	EMAPA:16079	amniotic cavity
EMAP:124	TS10 ectoplacental cavity	EMAPA:16080	ectoplacental cavity
EMAP:125	TS10 exocoelomic cavity	EMAPA:16081	exocoelomic cavity
EMAP:126	TS10 proamniotic cavity extraembryonic part	EMAPA:16064	proamniotic cavity extraembryonic part
EMAP:127	TS10 cavity within amniotic fold	EMAPA:16082	cavity within amniotic fold
EMAP:128	TS10 yolk sac cavity	EMAPA:16055	yolk sac cavity
EMAP:129	TS10 extraembryonic ectoderm	EMAPA:16065	extraembryonic ectoderm
EMAP:130	TS10 extraembryonic endoderm	EMAPA:16052	extraembryonic endoderm
EMAP:131	TS10 intermediate endoderm	EMAPA:16056	intermediate endoderm
EMAP:132	TS10 parietal endoderm	EMAPA:16053	parietal endoderm
EMAP:133	TS10 Reichert's membrane	EMAPA:16057	Reichert's membrane
EMAP:134	TS10 visceral endoderm	EMAPA:16058	visceral endoderm
EMAP:137	TS10 trophectoderm	EMAPA:16046	trophectoderm
EMAP:138	TS10 mural trophectoderm	EMAPA:16047	mural trophectoderm
EMAP:139	TS10 primary trophoblast giant cells	EMAPA:16066	primary trophoblast giant cells
EMAP:140	TS10 polar trophectoderm	EMAPA:16048	polar trophectoderm
EMAP:141	TS10 ectoplacental cone	EMAPA:16059	ectoplacental cone
EMAP:142	TS10 cytotrophoblast	EMAPA:16067	cytotrophoblast
EMAP:143	TS10 syncytiotrophoblast	EMAPA:16068	syncytiotrophoblast
EMAP:144	TS10 yolk sac	EMAPA:16085	yolk sac
EMAP:145	TS10 yolk sac endoderm	EMAPA:16086	yolk sac endoderm
EMAP:146	TS10 yolk sac mesoderm	EMAPA:16087	yolk sac mesoderm
EMAP:147	TS11 embryo	EMAPA:16039	embryo
EMAP:148	TS11 cavities and their linings	EMAPA:16060	cavities and their linings
EMAP:149	TS11 intraembryonic coelom	EMAPA:16088	intraembryonic coelom
EMAP:150	TS11 ectoderm	EMAPA:16069	ectoderm
EMAP:151	TS11 neural ectoderm	EMAPA:16073	neural ectoderm
EMAP:152	TS11 future brain	EMAPA:16089	future brain
EMAP:153	TS11 future brain neural fold	EMAPA:16090	future brain neural fold
EMAP:154	TS11 future brain neural crest	EMAPA:16091	future brain neural crest
EMAP:155	TS11 future spinal cord	EMAPA:16092	future spinal cord
EMAP:156	TS11 future spinal cord neural fold	EMAPA:16093	future spinal cord neural fold
EMAP:157	TS11 future spinal cord neural crest	EMAPA:16094	future spinal cord neural crest
EMAP:158	TS11 neural plate	EMAPA:16095	neural plate
EMAP:159	TS11 surface ectoderm	EMAPA:16096	surface ectoderm
EMAP:160	TS11 endoderm	EMAPA:16062	endoderm
EMAP:161	TS11 definitive endoderm	EMAPA:16070	definitive endoderm
EMAP:162	TS11 primitive endoderm	EMAPA:16063	primitive endoderm
EMAP:163	TS11 mesenchyme	EMAPA:16097	mesenchyme
EMAP:164	TS11 head mesenchyme	EMAPA:16098	head mesenchyme
EMAP:165	TS11 mesenchyme derived from head mesoderm	EMAPA:16099	mesenchyme derived from head mesoderm
EMAP:166	TS11 head mesenchyme derived from neural crest	EMAPA:16100	head mesenchyme derived from neural crest
EMAP:167	TS11 mesoderm	EMAPA:16071	mesoderm
EMAP:168	TS11 notochordal plate	EMAPA:16101	notochordal plate
EMAP:169	TS11 notochordal process	EMAPA:16102	notochordal process
EMAP:170	TS11 organ system	EMAPA:16103	organ system
EMAP:171	TS11 cardiovascular system	EMAPA:16104	cardiovascular system
EMAP:172	TS11 heart	EMAPA:16105	heart
EMAP:173	TS11 cardiogenic plate	EMAPA:16106	cardiogenic plate
EMAP:174	TS11 primitive streak	EMAPA:16072	primitive streak
EMAP:175	TS11 node	EMAPA:16075	node
EMAP:176	TS11 extraembryonic component	EMAPA:16042	extraembryonic component
EMAP:177	TS11 allantois	EMAPA:16107	allantois
EMAP:178	TS11 allantois mesoderm	EMAPA:16108	allantois mesoderm
EMAP:179	TS11 amnion	EMAPA:16109	amnion
EMAP:180	TS11 amnion ectoderm	EMAPA:16110	amnion ectoderm
EMAP:181	TS11 amnion mesoderm	EMAPA:16111	amnion mesoderm
EMAP:182	TS11 extraembryonic component cavities	EMAPA:16054	extraembryonic component cavities
EMAP:183	TS11 amniotic cavity	EMAPA:16079	amniotic cavity
EMAP:184	TS11 ectoplacental cavity	EMAPA:16080	ectoplacental cavity
EMAP:185	TS11 exocoelomic cavity	EMAPA:16081	exocoelomic cavity
EMAP:186	TS11 yolk sac cavity	EMAPA:16055	yolk sac cavity
EMAP:187	TS11 chorion	EMAPA:16112	chorion
EMAP:188	TS11 chorion ectoderm	EMAPA:16113	chorion ectoderm
EMAP:189	TS11 chorion mesoderm	EMAPA:16114	chorion mesoderm
EMAP:190	TS11 extraembryonic endoderm	EMAPA:16052	extraembryonic endoderm
EMAP:191	TS11 intermediate endoderm	EMAPA:16056	intermediate endoderm
EMAP:192	TS11 parietal endoderm	EMAPA:16053	parietal endoderm
EMAP:193	TS11 Reichert's membrane	EMAPA:16057	Reichert's membrane
EMAP:194	TS11 visceral endoderm	EMAPA:16058	visceral endoderm
EMAP:195	TS11 trophectoderm	EMAPA:16046	trophectoderm
EMAP:196	TS11 mural trophectoderm	EMAPA:16047	mural trophectoderm
EMAP:197	TS11 primary trophoblast giant cells	EMAPA:16066	primary trophoblast giant cells
EMAP:198	TS11 polar trophectoderm	EMAPA:16048	polar trophectoderm
EMAP:199	TS11 ectoplacental cone	EMAPA:16059	ectoplacental cone
EMAP:200	TS11 cytotrophoblast	EMAPA:16067	cytotrophoblast
EMAP:201	TS11 syncytiotrophoblast	EMAPA:16068	syncytiotrophoblast
EMAP:202	TS11 yolk sac	EMAPA:16085	yolk sac
EMAP:203	TS11 yolk sac endoderm	EMAPA:16086	yolk sac endoderm
EMAP:204	TS11 yolk sac mesoderm	EMAPA:16087	yolk sac mesoderm
EMAP:205	TS11 blood island	EMAPA:16115	blood island
EMAP:206	TS11 primordial germ cells	EMAPA:16116	primordial germ cells
EMAP:207	TS12 embryo	EMAPA:16039	embryo
EMAP:208	TS12 branchial arch	EMAPA:16117	branchial arch
EMAP:209	TS12 1st branchial arch	EMAPA:16118	1st branchial arch
EMAP:210	TS12 1st branchial groove	EMAPA:16119	1st branchial groove
EMAP:211	TS12 1st branchial groove ectoderm	EMAPA:16120	1st branchial groove ectoderm
EMAP:212	TS12 1st branchial membrane	EMAPA:16121	1st branchial membrane
EMAP:213	TS12 1st branchial membrane ectoderm	EMAPA:16122	1st branchial membrane ectoderm
EMAP:214	TS12 1st branchial membrane endoderm	EMAPA:16123	1st branchial membrane endoderm
EMAP:215	TS12 1st branchial pouch	EMAPA:16124	1st branchial pouch
EMAP:216	TS12 1st branchial pouch endoderm	EMAPA:16125	1st branchial pouch endoderm
EMAP:217	TS12 1st branchial arch ectoderm	EMAPA:16126	1st branchial arch ectoderm
EMAP:218	TS12 1st branchial arch endoderm	EMAPA:16127	1st branchial arch endoderm
EMAP:219	TS12 1st branchial arch mesenchyme	EMAPA:16128	1st branchial arch mesenchyme
EMAP:220	TS12 1st branchial arch mesenchyme derived from neural crest	EMAPA:16129	1st branchial arch mesenchyme derived from neural crest
EMAP:221	TS12 1st branchial arch mesenchyme derived from head mesoderm	EMAPA:16130	1st branchial arch mesenchyme derived from head mesoderm
EMAP:222	TS12 cavities and their linings	EMAPA:16060	cavities and their linings
EMAP:223	TS12 intraembryonic coelom	EMAPA:16088	intraembryonic coelom
EMAP:224	TS12 intraembryonic coelom pericardial component	EMAPA:16131	intraembryonic coelom pericardial component
EMAP:225	TS12 pericardial component cavity	EMAPA:16132	pericardial component cavity
EMAP:226	TS12 pericardial component mesothelium	EMAPA:16133	pericardial component mesothelium
EMAP:227	TS12 intraembryonic coelom pericardio-peritoneal component	EMAPA:16134	intraembryonic coelom pericardio-peritoneal component
EMAP:228	TS12 pericardio-peritoneal component cavity	EMAPA:16135	pericardio-peritoneal component cavity
EMAP:229	TS12 pericardio-peritoneal component mesothelium	EMAPA:16136	pericardio-peritoneal component mesothelium
EMAP:230	TS12 intraembryonic coelom peritoneal component	EMAPA:16137	intraembryonic coelom peritoneal component
EMAP:231	TS12 peritoneal component cavity	EMAPA:16138	peritoneal component cavity
EMAP:232	TS12 peritoneal component mesothelium	EMAPA:16139	peritoneal component mesothelium
EMAP:233	TS12 ectoderm	EMAPA:16069	ectoderm
EMAP:234	TS12 neural ectoderm	EMAPA:16073	neural ectoderm
EMAP:235	TS12 future brain	EMAPA:16089	future brain
EMAP:236	TS12 future midbrain	EMAPA:16140	future midbrain
EMAP:237	TS12 future midbrain floor plate	EMAPA:16141	future midbrain floor plate
EMAP:238	TS12 future midbrain neural fold	EMAPA:16142	future midbrain neural fold
EMAP:239	TS12 future midbrain neural crest	EMAPA:16143	future midbrain neural crest
EMAP:240	TS12 future prosencephalon	EMAPA:16144	future prosencephalon
EMAP:241	TS12 future prosencephalon floor plate	EMAPA:16145	future prosencephalon floor plate
EMAP:242	TS12 future prosencephalon neural fold	EMAPA:16146	future prosencephalon neural fold
EMAP:243	TS12 future prosencephalon neural crest	EMAPA:16147	future prosencephalon neural crest
EMAP:244	TS12 future rhombencephalon	EMAPA:16148	future rhombencephalon
EMAP:245	TS12 anterior pro-rhombomere	EMAPA:16149	anterior pro-rhombomere
EMAP:246	TS12 anterior pro-rhombomere floor plate	EMAPA:16150	anterior pro-rhombomere floor plate
EMAP:247	TS12 anterior pro-rhombomere neural fold	EMAPA:16151	anterior pro-rhombomere neural fold
EMAP:248	TS12 anterior pro-rhombomere neural crest	EMAPA:16152	anterior pro-rhombomere neural crest
EMAP:249	TS12 early hindbrain neural ectoderm	EMAPA:16153	early hindbrain neural ectoderm
EMAP:250	TS12 early hindbrain floor plate	EMAPA:16154	early hindbrain floor plate
EMAP:251	TS12 early hindbrain neural fold	EMAPA:16155	early hindbrain neural fold
EMAP:252	TS12 early hindbrain neural crest	EMAPA:16156	early hindbrain neural crest
EMAP:253	TS12 posterior pro-rhombomere	EMAPA:16157	posterior pro-rhombomere
EMAP:254	TS12 posterior pro-rhombomere floor plate	EMAPA:16158	posterior pro-rhombomere floor plate
EMAP:255	TS12 posterior pro-rhombomere neural fold	EMAPA:16159	posterior pro-rhombomere neural fold
EMAP:256	TS12 posterior pro-rhombomere neural crest	EMAPA:16160	posterior pro-rhombomere neural crest
EMAP:257	TS12 pre-otic sulcus	EMAPA:16161	pre-otic sulcus
EMAP:258	TS12 future spinal cord	EMAPA:16092	future spinal cord
EMAP:259	TS12 neural plate	EMAPA:16095	neural plate
EMAP:260	TS12 future spinal cord neural fold	EMAPA:16162	future spinal cord neural fold
EMAP:261	TS12 future spinal cord neural crest	EMAPA:16163	future spinal cord neural crest
EMAP:262	TS12 neural tube	EMAPA:16164	neural tube
EMAP:263	TS12 future spinal cord floor plate	EMAPA:16165	future spinal cord floor plate
EMAP:264	TS12 future spinal cord lateral wall	EMAPA:16166	future spinal cord lateral wall
EMAP:265	TS12 future spinal cord neural lumen	EMAPA:16167	future spinal cord neural lumen
EMAP:266	TS12 future spinal cord roof plate	EMAPA:16168	future spinal cord roof plate
EMAP:267	TS12 surface ectoderm	EMAPA:16096	surface ectoderm
EMAP:268	TS12 endoderm	EMAPA:16062	endoderm
EMAP:269	TS12 primitive endoderm	EMAPA:16063	primitive endoderm
EMAP:270	TS12 mesenchyme	EMAPA:16097	mesenchyme
EMAP:271	TS12 head mesenchyme	EMAPA:16098	head mesenchyme
EMAP:272	TS12 mesenchyme derived from head mesoderm	EMAPA:16099	mesenchyme derived from head mesoderm
EMAP:273	TS12 head mesenchyme derived from neural crest	EMAPA:16169	head mesenchyme derived from neural crest
EMAP:274	TS12 trigeminal neural crest	EMAPA:16170	trigeminal neural crest
EMAP:275	TS12 head paraxial mesenchyme	EMAPA:16171	head paraxial mesenchyme
EMAP:276	TS12 head somite group	EMAPA:16172	head somite group
EMAP:277	TS12 somite 01	EMAPA:16173	somite 01
EMAP:278	TS12 somite 02	EMAPA:16174	somite 02
EMAP:279	TS12 somite 03	EMAPA:16175	somite 03
EMAP:280	TS12 somite 04	EMAPA:16176	somite 04
EMAP:281	TS12 trunk mesenchyme	EMAPA:16177	trunk mesenchyme
EMAP:282	TS12 intermediate mesoderm	EMAPA:16178	intermediate mesoderm
EMAP:283	TS12 lateral plate mesenchyme	EMAPA:16179	lateral plate mesenchyme
EMAP:284	TS12 somatopleure	EMAPA:16180	somatopleure
EMAP:285	TS12 splanchnopleure	EMAPA:16181	splanchnopleure
EMAP:287	TS12 trunk paraxial mesenchyme	EMAPA:16183	trunk paraxial mesenchyme
EMAP:288	TS12 trunk somite group	EMAPA:16184	trunk somite group
EMAP:289	TS12 somite 05	EMAPA:16185	somite 05
EMAP:290	TS12 somite 06	EMAPA:16186	somite 06
EMAP:291	TS12 somite 07	EMAPA:16187	somite 07
EMAP:292	TS12 somite 08	EMAPA:16188	somite 08
EMAP:293	TS12 unsegmented mesenchyme	EMAPA:16189	unsegmented mesenchyme
EMAP:294	TS12 primordial germ cells	EMAPA:16190	primordial germ cells
EMAP:295	TS12 notochord	EMAPA:16191	notochord
EMAP:296	TS12 notochordal plate	EMAPA:16101	notochordal plate
EMAP:297	TS12 organ system	EMAPA:16103	organ system
EMAP:298	TS12 sensory organ	EMAPA:16192	sensory organ
EMAP:299	TS12 ear	EMAPA:16193	ear
EMAP:300	TS12 inner ear	EMAPA:16194	inner ear
EMAP:301	TS12 otic placode	EMAPA:16195	otic placode
EMAP:302	TS12 otic placode associated mesenchyme	EMAPA:16196	otic placode associated mesenchyme
EMAP:303	TS12 otic placode epithelium	EMAPA:16197	otic placode epithelium
EMAP:304	TS12 eye	EMAPA:16198	eye
EMAP:305	TS12 optic sulcus	EMAPA:16199	optic sulcus
EMAP:306	TS12 optic sulcus neural ectoderm	EMAPA:16200	optic sulcus neural ectoderm
EMAP:307	TS12 cardiovascular system	EMAPA:16104	cardiovascular system
EMAP:308	TS12 arterial system	EMAPA:16201	arterial system
EMAP:311	TS12 dorsal aorta	EMAPA:16204	dorsal aorta
EMAP:312	TS12 left dorsal aorta	EMAPA:16205	left dorsal aorta
EMAP:313	TS12 right dorsal aorta	EMAPA:16206	right dorsal aorta
EMAP:314	TS12 vitelline artery	EMAPA:16207	vitelline artery
EMAP:315	TS12 heart	EMAPA:16105	heart
EMAP:316	TS12 cardiogenic plate	EMAPA:16106	cardiogenic plate
EMAP:317	TS12 early primitive heart tube	EMAPA:16208	early primitive heart tube
EMAP:318	TS12 early primitive heart tube cardiac jelly	EMAPA:16209	early primitive heart tube cardiac jelly
EMAP:319	TS12 early primitive heart tube endocardial tube	EMAPA:16210	early primitive heart tube endocardial tube
EMAP:320	TS12 early primitive heart tube cardiac muscle	EMAPA:16211	early primitive heart tube cardiac muscle
EMAP:321	TS12 heart mesentery	EMAPA:16212	heart mesentery
EMAP:322	TS12 dorsal mesocardium	EMAPA:16213	dorsal mesocardium
EMAP:323	TS12 transverse pericardial sinus	EMAPA:16214	transverse pericardial sinus
EMAP:324	TS12 primitive heart tube	EMAPA:16215	primitive heart tube
EMAP:325	TS12 bulbus cordis	EMAPA:16216	bulbus cordis
EMAP:326	TS12 bulbus cordis caudal half	EMAPA:16217	bulbus cordis caudal half
EMAP:327	TS12 bulbus cordis caudal half cardiac jelly	EMAPA:16218	bulbus cordis caudal half cardiac jelly
EMAP:328	TS12 bulbus cordis caudal half endocardial tube	EMAPA:16219	bulbus cordis caudal half endocardial tube
EMAP:329	TS12 bulbus cordis caudal half cardiac muscle	EMAPA:16220	bulbus cordis caudal half cardiac muscle
EMAP:330	TS12 bulbus cordis rostral half	EMAPA:16221	bulbus cordis rostral half
EMAP:331	TS12 bulbus cordis rostral half cardiac jelly	EMAPA:16222	bulbus cordis rostral half cardiac jelly
EMAP:332	TS12 bulbus cordis rostral half endocardial tube	EMAPA:16223	bulbus cordis rostral half endocardial tube
EMAP:333	TS12 bulbus cordis rostral half cardiac muscle	EMAPA:16224	bulbus cordis rostral half cardiac muscle
EMAP:334	TS12 common atrial chamber	EMAPA:16225	common atrial chamber
EMAP:335	TS12 common atrial chamber cardiac jelly	EMAPA:16226	common atrial chamber cardiac jelly
EMAP:336	TS12 common atrial chamber endocardial tube	EMAPA:16227	common atrial chamber endocardial tube
EMAP:337	TS12 common atrial chamber cardiac muscle	EMAPA:16228	common atrial chamber cardiac muscle
EMAP:338	TS12 outflow tract	EMAPA:16229	outflow tract
EMAP:339	TS12 outflow tract cardiac jelly	EMAPA:16230	outflow tract cardiac jelly
EMAP:340	TS12 outflow tract endocardial tube	EMAPA:16231	outflow tract endocardial tube
EMAP:341	TS12 outflow tract mesenchyme	EMAPA:16232	outflow tract mesenchyme
EMAP:342	TS12 primitive ventricle	EMAPA:16233	primitive ventricle
EMAP:343	TS12 primitive ventricle cardiac jelly	EMAPA:16234	primitive ventricle cardiac jelly
EMAP:344	TS12 primitive ventricle endocardial tube	EMAPA:16235	primitive ventricle endocardial tube
EMAP:345	TS12 primitive ventricle cardiac muscle	EMAPA:16236	primitive ventricle cardiac muscle
EMAP:346	TS12 sinus venosus	EMAPA:16237	sinus venosus
EMAP:347	TS12 sinus venosus left horn	EMAPA:16238	sinus venosus left horn
EMAP:348	TS12 sinus venosus right horn	EMAPA:16239	sinus venosus right horn
EMAP:349	TS12 venous system	EMAPA:16240	venous system
EMAP:350	TS12 anterior cardinal vein	EMAPA:16241	anterior cardinal vein
EMAP:351	TS12 primary head vein	EMAPA:16242	primary head vein
EMAP:352	TS12 umbilical vein embryonic part	EMAPA:16243	umbilical vein embryonic part
EMAP:353	TS12 vitelline vein embryonic part	EMAPA:16244	vitelline vein embryonic part
EMAP:354	TS12 visceral organ	EMAPA:16245	visceral organ
EMAP:355	TS12 alimentary system	EMAPA:16246	alimentary system
EMAP:356	TS12 gut	EMAPA:16247	gut
EMAP:357	TS12 foregut diverticulum	EMAPA:16248	foregut diverticulum
EMAP:358	TS12 foregut diverticulum associated mesenchyme	EMAPA:16249	foregut diverticulum associated mesenchyme
EMAP:359	TS12 foregut diverticulum endoderm	EMAPA:16250	foregut diverticulum endoderm
EMAP:360	TS12 hindgut diverticulum	EMAPA:16251	hindgut diverticulum
EMAP:361	TS12 hindgut diverticulum associated mesenchyme	EMAPA:16252	hindgut diverticulum associated mesenchyme
EMAP:362	TS12 hindgut diverticulum endoderm	EMAPA:16253	hindgut diverticulum endoderm
EMAP:363	TS12 hindgut diverticulum primordial germ cell	EMAPA:16254	hindgut diverticulum primordial germ cell
EMAP:364	TS12 midgut	EMAPA:16255	midgut
EMAP:365	TS12 midgut associated mesenchyme	EMAPA:16256	midgut associated mesenchyme
EMAP:366	TS12 midgut endoderm	EMAPA:16257	midgut endoderm
